Index	Label
355	Citizen_Kane_1941
356	Pretty_in_Pink_1986
357	Erin_Brockovich_2000
358	Sleeping_Beauty_1959
359	Big_Sleep_The_1946
360	Clockwork_Orange_A_1971
361	Die_Hard_With_a_Vengeance_1995
362	Firm_The_1993
363	Negotiator_The_1998
364	Prizzis_Honor_1985
365	Repo_Man_1984
366	Jackie_Brown_1997
367	Animal_House_1978
368	Star_Trek_The_Motion_Picture_1979
369	Outbreak_1995
370	Mystery_Men_1999
371	American_Pie_1999
372	Fantasia_2000_1999
373	Crocodile_Dundee_1986
374	Adventures_of_Buckaroo_Bonzai_Across_the_8th_Dimension_The_1984
375	Invasion_of_the_Body_Snatchers_1956
376	Rumble_in_the_Bronx_1995
377	Limey_The_1999
378	American_Psycho_2000
379	Casino_1995
380	Devil_in_a_Blue_Dress_1995
381	Day_the_Earth_Stood_Still_The_1951
382	Young_Guns_1988
383	Night_of_the_Living_Dead_1968
384	Spaceballs_1987
385	On_the_Waterfront_1954
386	Blue_Velvet_1986
387	Jumanji_1995
388	From_Here_to_Eternity_1953
389	Third_Man_The_1949
390	Red_Violin_The_Le_Violon_rouge_1998
391	Basic_Instinct_1992
392	Full_Monty_The_1997
393	Shining_The_1980
394	Payback_1999
395	Strangers_on_a_Train_1951
396	Backdraft_1991
397	Kellys_Heroes_1970
398	Lord_of_the_Rings_The_1978
399	World_Is_Not_Enough_The_1999
400	Grand_Day_Out_A_1992
401	Room_with_a_View_A_1986
402	To_Kill_a_Mockingbird_1962
403	Running_Man_The_1987
404	James_and_the_Giant_Peach_1996
405	My_Best_Friends_Wedding_1997
406	Desperado_1995
407	Rushmore_1998
408	Pi_1998
409	Princess_Mononoke_The_Mononoke_Hime_1997
410	Watership_Down_1978
411	Titan_AE_2000
412	Santa_Clause_The_1994
413	Purple_Rose_of_Cairo_The_1985
414	Flight_of_the_Navigator_1986
415	Fistful_of_Dollars_A_1964
416	Strange_Days_1995
417	Interview_with_the_Vampire_1994
418	Longest_Day_The_1962
419	M_1931
420	Youve_Got_Mail_1998
421	Magnolia_1999
422	Opposite_of_Sex_The_1998
423	Body_Heat_1981
424	Dune_1984
425	Rocketeer_The_1991
426	Unforgiven_1992
427	Piano_The_1993
428	Alien_Resurrection_1997
429	Austin_Powers_International_Man_of_Mystery_1997
430	Moonraker_1979
431	Commitments_The_1991
432	Postino_Il_The_Postman_1994
433	Star_Trek_Insurrection_1998
434	Out_of_Africa_1985
435	Serpico_1973
436	Wonder_Boys_2000
437	Conversation_The_1974
438	Shine_1996
439	Cliffhanger_1993
440	Dragonheart_1996
441	Bull_Durham_1988
442	Cyrano_de_Bergerac_1990
443	Transformers_The_Movie_The_1986
444	Boogie_Nights_1997
445	Henry_V_1989
446	Bambi_1942
447	Spanish_Prisoner_The_1997
448	My_Cousin_Vinny_1992
449	Pleasantville_1998
450	Elizabeth_1998
451	Austin_Powers_The_Spy_Who_Shagged_Me_1999
452	City_Lights_1931
453	Hudsucker_Proxy_The_1994
454	Client_The_1994
455	Hard_Days_Night_A_1964
456	10_Things_I_Hate_About_You_1999
457	Laura_1944
458	Dreamscape_1984
459	Roman_Holiday_1953
460	Saint_The_1997
461	Cop_Land_1997
462	Rush_Hour_1998
463	Pink_Floyd_-_The_Wall_1982
464	Primal_Fear_1996
465	Brazil_1985
466	While_You_Were_Sleeping_1995
467	Monty_Pythons_Life_of_Brian_1979
468	Insider_The_1999
469	Truman_Show_The_1998
470	Goldfinger_1964
471	Truth_About_Cats_&_Dogs_The_1996
472	Apartment_The_1960
473	Dead_Man_Walking_1995
474	Double_Jeopardy_1999
475	Bodyguard_The_1992
476	Charlottes_Web_1973
477	Caddyshack_1980
478	Stalag_17_1953
479	Antz_1998
480	101_Dalmatians_1961
481	Singles_1992
482	Three_Musketeers_The_1993
483	Waynes_World_1992
484	Batman_Forever_1995
485	Welcome_to_the_Dollhouse_1995
486	Doors_The_1991
487	Angel_Heart_1987
488	Mulan_1998
489	Bram_Stokers_Dracula_1992
490	Muriels_Wedding_1994
491	Keeping_the_Faith_2000
492	Moonstruck_1987
493	Exorcist_The_1973
494	Prince_of_Egypt_The_1998
495	Easy_Rider_1969
496	Lord_of_the_Flies_1963
497	Dead_Poets_Society_1989
498	Adventures_of_Priscilla_Queen_of_the_Desert_The_1994
499	Sliding_Doors_1998
500	Rebecca_1940
501	Poseidon_Adventure_The_1972
502	Gremlins_1984
503	Pinocchio_1940
504	Nurse_Betty_2000
505	Lady_Vanishes_The_1938
506	Boys_Dont_Cry_1999
507	Top_Hat_1935
508	Dogma_1999
509	Buffalo_66_1998
510	Atlantic_City_1980
511	GI_Jane_1997
512	Dirty_Dancing_1987
513	Cabaret_1972
514	Drugstore_Cowboy_1989
515	All_About_My_Mother_Todo_Sobre_Mi_Madre_1999
516	Natural_Born_Killers_1994
517	Entrapment_1999
518	City_of_Lost_Children_The_1995
519	Sound_of_Music_The_1965
520	Misery_1990
521	Ransom_1996
522	Its_a_Wonderful_Life_1946
523	Dial_M_for_Murder_1954
524	Ran_1985
525	Terms_of_Endearment_1983
526	Big_Trouble_in_Little_China_1986
527	American_Tail_An_1986
528	eXistenZ_1999
529	Right_Stuff_The_1983
530	Fast_Times_at_Ridgemont_High_1982
531	Mariachi_El_1992
532	Whole_Nine_Yards_The_2000
533	Mr_Mom_1983
534	Mystery_Science_Theater_3000_The_Movie_1996
535	Cell_The_2000
536	Hoop_Dreams_1994
537	Yojimbo_1961
538	Alien_Nation_1988
539	Trading_Places_1983
540	Return_to_Me_2000
541	In_the_Heat_of_the_Night_1967
542	Adventures_of_Robin_Hood_The_1938
543	Absent_Minded_Professor_The_1961
544	Trainspotting_1996
545	Breaker_Morant_1980
546	Year_of_Living_Dangerously_1982
547	Conan_the_Barbarian_1982
548	Nikita_La_Femme_Nikita_1990
549	Harold_and_Maude_1971
550	Fallen_1998
551	Song_of_the_South_1946
552	Forever_Young_1992
553	Field_of_Dreams_1989
554	Eat_Drink_Man_Woman_1994
555	Wings_of_Desire_Der_Himmel_ber_Berlin_1987
556	From_Russia_with_Love_1963
557	To_Die_For_1995
558	Kiss_the_Girls_1997
559	Where_Eagles_Dare_1969
560	Raging_Bull_1980
561	Cape_Fear_1962
562	Defending_Your_Life_1991
563	Cider_House_Rules_The_1999
564	Tarzan_1999
565	Delicatessen_1991
566	Sabrina_1954
567	Menace_II_Society_1993
568	Gandhi_1982
569	Mad_Max_Beyond_Thunderdome_1985
570	Searching_for_Bobby_Fischer_1993
571	Meet_the_Parents_2000
572	Private_Parts_1997
573	Falling_Down_1993
574	Contender_The_2000
575	Hidden_The_1987
576	Home_Alone_1990
577	Heathers_1989
578	Ever_After_A_Cinderella_Story_1998
579	Pitch_Black_2000
580	American_History_X_1998
581	Don_Juan_DeMarco_1995
582	Young_Sherlock_Holmes_1985
583	Deep_Blue_Sea_1999
584	12_Angry_Men_1957
585	Arthur_1981
586	Copycat_1995
587	Sister_Act_1992
588	Bananas_1971
589	Working_Girl_1988
590	Best_in_Show_2000
591	Blair_Witch_Project_The_1999
592	Hard-Boiled_Lashou_shentan_1992
593	Midnight_Cowboy_1969
594	Predator_2_1990
595	Some_Folks_Call_It_a_Sling_Blade_1993
596	Powder_1995
597	Smoke_Signals_1998
598	Go_1999
599	Space_Jam_1996
600	Stripes_1981
601	Birds_The_1963
602	Shanghai_Noon_2000
603	Tin_Cup_1996
604	Pocahontas_1995
605	Fatal_Attraction_1987
606	Women_on_the_Verge_of_a_Nervous_Breakdown_1988
607	Babe_Pig_in_the_City_1998
608	Generals_Daughter_The_1999
609	Bedknobs_and_Broomsticks_1971
610	Waking_Ned_Devine_1998
611	Desperately_Seeking_Susan_1985
612	Guess_Whos_Coming_to_Dinner_1967
613	Yellow_Submarine_1968
614	Once_Upon_a_Time_in_America_1984
615	Secret_of_NIMH_The_1982
616	Risky_Business_1983
617	Anastasia_1997
618	First_Knight_1995
619	VictorVictoria_1982
620	Hunchback_of_Notre_Dame_The_1996
621	William_Shakespeares_Romeo_and_Juliet_1996
622	Romeo_and_Juliet_1968
623	Never_Been_Kissed_1999
624	Ghost_in_the_Shell_Kokaku_kidotai_1995
625	Thirteenth_Floor_The_1999
626	Courage_Under_Fire_1996
627	Hook_1991
628	Whats_Eating_Gilbert_Grape_1993
629	Runaway_Bride_1999
630	Benny_&_Joon_1993
631	October_Sky_1999
632	Long_Kiss_Goodnight_The_1996
633	Thomas_Crown_Affair_The_1968
634	Space_Cowboys_2000
635	Star_Trek_V_The_Final_Frontier_1989
636	Serial_Mom_1994
637	Quiz_Show_1994
638	Dr_No_1962
639	South_Pacific_1958
640	Rosencrantz_and_Guildenstern_Are_Dead_1990
641	Carlitos_Way_1993
642	Legend_1985
643	Everyone_Says_I_Love_You_1996
644	2010_1984
645	Snake_Eyes_1998
646	Creature_Comforts_1990
647	Scary_Movie_2000
648	Phenomenon_1996
649	Great_Muppet_Caper_The_1981
650	Lifeboat_1944
651	American_in_Paris_An_1951
652	Hot_Shots!_Part_Deux_1993
653	Scream_3_2000
654	Arrival_The_1996
655	Pee-wees_Big_Adventure_1985
656	Soldier_1998
657	Fly_The_1958
658	7th_Voyage_of_Sinbad_The_1958
659	Adventures_in_Babysitting_1987
660	Driving_Miss_Daisy_1989
661	Petes_Dragon_1977
662	Dead_Men_Dont_Wear_Plaid_1982
663	Shall_We_Dance?_1937
664	Nashville_1975
665	Being_There_1979
666	Awakenings_1990
667	Dead_Zone_The_1983
668	Gods_Must_Be_Crazy_The_1980
669	Three_Amigos!_1986
670	Naked_Gun_From_the_Files_of_Police_Squad!_The_1988
671	Bringing_Out_the_Dead_1999
672	Robin_Hood_1973
673	Sixteen_Candles_1984
674	Soylent_Green_1973
675	Red_Dawn_1984
676	Muppet_Treasure_Island_1996
677	Lost_in_Space_1998
678	Indian_in_the_Cupboard_The_1995
679	Wings_of_the_Dove_The_1997
680	Ghost_Dog_The_Way_of_the_Samurai_1999
681	Eyes_Wide_Shut_1999
682	Secret_Garden_The_1993
683	Hairspray_1988
684	Sleepers_1996
685	Man_in_the_Iron_Mask_The_1998
686	Manhattan_Murder_Mystery_1993
687	Cape_Fear_1991
688	Spellbound_1945
689	Kingpin_1996
690	Hud_1963
691	Sabrina_1995
692	Spawn_1997
693	Rising_Sun_1993
694	Peggy_Sue_Got_Married_1986
695	Hoosiers_1986
696	Sunset_Blvd_aka_Sunset_Boulevard_1950
697	Gone_in_60_Seconds_2000
698	Demolition_Man_1993
699	Klute_1971
700	Escape_from_LA_1996
701	Final_Destination_2000
702	Breaking_Away_1979
703	Mystery_Train_1989
704	Ghost_and_the_Darkness_The_1996
705	Chariots_of_Fire_1981
706	Stuart_Little_1999
707	Peacemaker_The_1997
708	Paths_of_Glory_1957
709	Grapes_of_Wrath_The_1940
710	Mrs_Doubtfire_1993
711	Brassed_Off_1996
712	Jumpin_Jack_Flash_1986
713	Goodbye_Girl_The_1977
714	Them!_1954
715	Lawnmower_Man_The_1992
716	Honeymoon_in_Vegas_1992
717	Rounders_1998
718	True_Grit_1969
719	Farewell_My_Concubine_1993
720	What_About_Bob?_1991
721	Holiday_Inn_1942
722	Fried_Green_Tomatoes_1991
723	Shane_1953
724	Philadelphia_1993
725	Bowfinger_1999
726	River_Runs_Through_It_A_1992
727	Event_Horizon_1997
728	Bicentennial_Man_1999
729	Grumpy_Old_Men_1993
730	Happy_Gilmore_1996
731	Glengarry_Glen_Ross_1992
732	Gods_and_Monsters_1998
733	Executive_Decision_1996
734	Wallace_&_Gromit_The_Best_of_Aardman_Animation_1996
735	Runaway_Train_1985
736	Shadowlands_1993
737	Shadow_of_a_Doubt_1943
738	Killer_The_Die_xue_shuang_xiong_1989
739	Patch_Adams_1998
740	Six_Days_Seven_Nights_1998
741	Next_Stop_Wonderland_1998
742	Man_Bites_Dog_Cest_arriv_prs_de_chez_vous_1992
743	Small_Soldiers_1998
744	Streetcar_Named_Desire_A_1951
745	Cant_Hardly_Wait_1998
746	Croupier_1998
747	Treasure_of_the_Sierra_Madre_The_1948
748	Old_Yeller_1957
749	Dazed_and_Confused_1993
750	Quick_and_the_Dead_The_1995
751	Hope_Floats_1998
752	Sommersby_1993
753	Clue_1985
754	Golden_Child_The_1986
755	Zero_Effect_1998
756	Muppets_Take_Manhattan_The_1984
757	Hustler_The_1961
758	Mrs_Brown_Her_Majesty_Mrs_Brown_1997
759	Fantastic_Voyage_1966
760	Tombstone_1993
761	Richard_III_1995
762	Midsummer_Nights_Dream_A_1999
763	Birdcage_The_1996
764	Virgin_Suicides_The_1999
765	Far_and_Away_1992
766	Rules_of_Engagement_2000
767	Vacation_1983
768	Tank_Girl_1995
769	Grand_Canyon_1991
770	Waiting_for_Guffman_1996
771	Beavis_and_Butt-head_Do_America_1996
772	Crumb_1994
773	Ordinary_People_1980
774	Badlands_1973
775	Circle_of_Friends_1995
776	American_Werewolf_in_London_An_1981
777	Jerk_The_1979
778	Buffy_the_Vampire_Slayer_1992
779	Broken_Arrow_1996
780	Dolores_Claiborne_1994
781	Steamboat_Willie_1940
782	Hackers_1995
783	And_Now_for_Something_Completely_Different_1971
784	Auntie_Mame_1958
785	Perfect_Murder_A_1998
786	Natural_The_1984
787	Hurricane_The_1999
788	Scent_of_a_Woman_1992
789	Teenage_Mutant_Ninja_Turtles_1990
790	Corrina_Corrina_1994
791	Radio_Days_1987
792	Sweet_and_Lowdown_1999
793	Absolute_Power_1997
794	Best_Years_of_Our_Lives_The_1946
795	Shaft_2000
796	Seven_Years_in_Tibet_1997
797	Help!_1965
798	Secrets_&_Lies_1996
799	Big_Night_1996
800	About_Last_Night_1986
801	Arlington_Road_1999
802	Breakdown_1997
803	Nineteen_Eighty-Four_1984
804	Sphere_1998
805	Crimes_and_Misdemeanors_1989
806	Bulworth_1998
807	Blast_from_the_Past_1999
808	Mr_Hollands_Opus_1995
809	Liar_Liar_1997
810	Pecker_1998
811	Ice_Storm_The_1997
812	Smillas_Sense_of_Snow_1997
813	Cat_Ballou_1965
814	Elephant_Man_The_1980
815	Quiet_Man_The_1952
816	All_About_Eve_1950
817	Anatomy_of_a_Murder_1959
818	Fletch_1985
819	Eraser_1996
820	Anna_and_the_King_1999
821	Malcolm_X_1992
822	My_Left_Foot_1989
823	Immortal_Beloved_1994
824	Return_to_Oz_1985
825	Perfect_World_A_1993
826	Better_Off_Dead_1985
827	US_Marshalls_1998
828	Escape_to_Witch_Mountain_1975
829	House_of_Yes_The_1997
830	To_Be_or_Not_to_Be_1942
831	Winnie_the_Pooh_and_the_Blustery_Day_1968
832	Carrie_1976
833	I_Know_What_You_Did_Last_Summer_1997
834	Battleship_Potemkin_The_Bronenosets_Potyomkin_1925
835	Fabulous_Baker_Boys_The_1989
836	Sword_in_the_Stone_The_1963
837	Rocky_II_1979
838	Blowup_1966
839	Somewhere_in_Time_1980
840	Bridges_of_Madison_County_The_1995
841	Toys_1992
842	His_Girl_Friday_1940
843	Bringing_Up_Baby_1938
844	High_Noon_1952
845	Shop_Around_the_Corner_The_1940
846	Straight_Story_The_1999
847	Remains_of_the_Day_The_1993
848	Remember_the_Titans_2000
849	Young_Guns_II_1990
850	Mr_Smith_Goes_to_Washington_1939
851	Frighteners_The_1996
852	Sex_Lies_and_Videotape_1989
853	Ace_Ventura_Pet_Detective_1994
854	Jungle_Book_The_1994
855	Halloween_1978
856	Village_of_the_Damned_1960
857	Reality_Bites_1994
858	Spartacus_1960
859	It_Happened_One_Night_1934
860	Wild_Wild_West_1999
861	Scream_2_1997
862	Fear_and_Loathing_in_Las_Vegas_1998
863	Marty_1955
864	Joy_Luck_Club_The_1993
865	Dead_Calm_1989
866	Color_Purple_The_1985
867	Fright_Night_1985
868	For_Love_of_the_Game_1999
869	Twelfth_Night_1996
870	Net_The_1995
871	Swiss_Family_Robinson_1960
872	Boiler_Room_2000
873	Citizen_Ruth_1996
874	Bone_Collector_The_1999
875	Around_the_World_in_80_Days_1956
876	Supercop_1992
877	Big_Daddy_1999
878	Escape_from_the_Planet_of_the_Apes_1971
879	Marathon_Man_1976
880	Misrables_Les_1995
881	Muppet_Christmas_Carol_The_1992
882	Howards_End_1992
883	U_Turn_1997
884	Waterworld_1995
885	Night_of_the_Comet_1984
886	Little_Shop_of_Horrors_The_1960
887	Bell_Book_and_Candle_1958
888	Birdy_1984
889	Gaslight_1944
890	Ghostbusters_II_1989
891	Apostle_The_1997
892	Grumpier_Old_Men_1995
893	Stir_of_Echoes_1999
894	IQ_1994
895	Analyze_This_1999
896	Invisible_Man_The_1933
897	Kramer_Vs_Kramer_1979
898	Dumb_&_Dumber_1994
899	Odd_Couple_The_1968
900	Big_Kahuna_The_2000
901	Metropolis_1926
902	Frankenstein_1931
903	Kalifornia_1993
904	Godzilla_Gojira_1954
905	Murphys_Romance_1985
906	Christmas_Vacation_1989
907	Bullets_Over_Broadway_1994
908	Englishman_Who_Went_Up_a_Hill_But_Came_Down_a_Mountain_The_1995
909	Shall_We_Dance?_Shall_We_Dansu?_1996
910	Brother_from_Another_Planet_The_1984
911	Tequila_Sunrise_1988
